Restaurant Name,Locality,Cuisines,Average Cost for two,Aggregate rating
Bengali Restaurant,Naraina,Bengali,200,0
Biryani Express,Naraina,Biryani,300,0
Brahm Point Fast Food,Naraina,Fast Food,200,0
Chinese Hot,Naraina,Chinese,400,0
Curry Man,Naraina,North Indian,300,0
Diya Chinese Food,Naraina,Chinese,400,0
Foodies,Naraina,Chinese,500,0
Fresh Meat CO,Naraina,Raw Meats,400,0
Hans Fast Food Center,Naraina,Fast Food,200,0
Happy Hours,Naraina,Chinese,300,0
Khalsa Eating Point,Naraina,North Indian,400,0
Krishna Yummy Foods,Naraina,North Indian,300,0
Laxmi Dhaba,Naraina,North Indian,200,0
Milan Shudh Vaishno,Naraina,North Indian,400,0
Milko Sweets Corner,Naraina,Mithai,200,0
New Punjabi Chaap Corner,Naraina,Chinese,400,0
Nik's Chawla Chik Inn,Naraina,North Indian,700,0
Paras Corner,Naraina,Chinese,200,0
Punjabi Tadka,Naraina,North Indian,300,0
Sardar A Pure Meat Shop,Naraina,Raw Meats,200,0
Shahi Hyderbadi Biryani,Naraina,Mughlai,300,0
Shashi's China Wok,Naraina,Chinese,300,0
Urban Palate,Naraina,Fast Food,400,0
Wrapss,Naraina,Chinese,400,0
China Kitchen,Narela,Chinese,400,0
Chowringhee,Narela,Fast Food,300,0
D-Food,Narela,Chinese,600,0
Kith N Kin Cafeteria,Narela,Chinese,400,0
Lazeez Rasoi,Narela,Chinese,400,0
Red Rose Restaurant,Narela,Fast Food,500,0
Shri Bikaner Sweets & Restaurant,Narela,North Indian,600,0
Welcome Family Restaurant,Narela,North Indian,500,0
Al Mughal,Nehru Place,Mughlai,300,0
Anupama Restaurant,Nehru Place,North Indian,200,0
Cafe Einstein,Nehru Place,North Indian,600,0
Delicious Eating Corner,Nehru Place,North Indian,500,0
Gupta Rasoi,Nehru Place,North Indian,300,0
Paras Chicken Point,Nehru Place,North Indian,500,0
Ralhan Eating Corner,Nehru Place,North Indian,300,0
Annapurna Food Point,New Friends Colony,North Indian,300,0
Arabian & Turkish Cafí©,New Friends Colony,Turkish,500,0
Brij Palace Restaurant,New Friends Colony,North Indian,300,0
Bruncheez,New Friends Colony,Fast Food,200,0
Buena Tierra,New Friends Colony,Bakery,400,0
Cafe Coffee Day,New Friends Colony,Cafe,500,0
Chokoreto - The Cake Design Studio,New Friends Colony,Bakery,400,0
Crazylicious Cakes N Desserts,New Friends Colony,Bakery,400,0
Halal Pizza 'n' Joy,New Friends Colony,Pizza,500,0
Shree Bhojnalaya,New Friends Colony,North Indian,200,0
Shree Laxmi Dhaba,New Friends Colony,North Indian,200,0
Swaad Restaurant,New Friends Colony,North Indian,800,0
The Bay Leaf,New Friends Colony,Chinese,600,0
Chick Fish Point,Nizamuddin,North Indian,400,0
Monis Kada Hotel,Nizamuddin,Mughlai,500,0
Aloo Bhaji Restaurant,Okhla Phase 1,North Indian,600,0
Chinese Corner,Okhla Phase 1,Chinese,400,0
Gupta Bhojnalya,Okhla Phase 1,North Indian,400,0
Sam's 22,Okhla Phase 1,Fast Food,300,0
The Bakery,Okhla Phase 1,Bakery,400,0
Twenty Four Seven,Okhla Phase 1,Fast Food,400,0
Vishal Snacks,Okhla Phase 1,North Indian,400,0
Cafe Point,Okhla Phase 2,Fast Food,200,0
TLC Kitchen,Okhla Phase 2,Healthy Food,700,0
Creambell & Chocoxess,Pacific Mall,Ice Cream,300,0
Hang Out,Pacific Mall,Italian,1100,0
Mx Corn,Pacific Mall,Fast Food,200,0
The Belgian Fries Company,Pacific Mall,European,500,0
Cafe Brownie,Paharganj,Cafe,700,0
Cafexpress,Paharganj,Beverages,200,0
Mauja Hi Mauja,Paharganj,Street Food,200,0
Metro Bar & Family Restaurant,Paharganj,North Indian,1100,0
Aggarwal Bikaner Wala,Palam,Mithai,200,0
Aggarwal Sweet Centre,Palam,North Indian,200,0
Aggarwal Sweet India,Palam,Mithai,200,0
Aggarwal Sweets Centre,Palam,Mithai,300,0
Aggarwal Sweets,Palam,North Indian,400,0
Anupama Snacks and Sweets Corner,Palam,Mithai,200,0
Baba Ka Dhaba,Palam,North Indian,300,0
Balaji Eating Point,Palam,North Indian,300,0
Bhagat Ji Sweets,Palam,Fast Food,300,0
Bikaner Sweet Corner,Palam,Mithai,200,0
Chavi Food Point,Palam,North Indian,400,0
Cook & Connect,Palam,North Indian,700,0
Dinesh Ka Mithila Dhaba,Palam,North Indian,200,0
Domino's Pizza,Palam,Pizza,800,0
Flavors Of London,Palam,Desserts,300,0
Flavours Of London,Palam,Ice Cream,300,0
Foji Bhai Hotel,Palam,North Indian,200,0
Green Chilli,Palam,Chinese,300,0
Hook N Cook,Palam,Chinese,700,0
Hyderabadi & Muradabadi Chicken Corner,Palam,Mughlai,500,0
It's Pizza Town,Palam,Pizza,600,0
ITO Ke Mashoor Chole Bhature,Palam,Street Food,200,0
Janta Special Lassi Corner,Palam,Street Food,200,0
Kairi The Royal Taste,Palam,North Indian,500,0
Kasba,Palam,Chinese,300,0
Kayasthas Food Junction,Palam,Chinese,300,0
KGN Chicken Corner,Palam,Mughlai,400,0
Maggi Point,Palam,Chinese,400,0
Momozone,Palam,Fast Food,200,0
Munna Bakery,Palam,Bakery,200,0
N.S. Pizza Point,Palam,Pizza,300,0
Nand Bhai Chholey Bhature,Palam,Street Food,200,0
New Lazeez Tandoor,Palam,North Indian,600,0
Pizza Day,Palam,Pizza,600,0
Pritam Tiffin Service,Palam,North Indian,200,0
Rana Sweets and Restaurant,Palam,North Indian,300,0
Rastogi Sweets & Caterers,Palam,Mithai,200,0
Recipe Tadka,Palam,North Indian,600,0
Sahi Pakde Hain,Palam,North Indian,600,0
Sher e Punjab Rasoi,Palam,North Indian,500,0
Shyam Rasoi,Palam,North Indian,300,0
Subhan Chicken Biryani,Palam,Biryani,300,0
Surprise - Bakers & Bites,Palam,Bakery,500,0
The Night Rider,Palam,North Indian,600,0
Vikram Ji Snacks,Palam,Fast Food,300,0
Yadav Chaat Bhandar,Palam,Street Food,200,0
Yadav Ji Chholey Bhature,Palam,Street Food,100,0
Berco's,Palate of Delhi,Chinese,1000,0
Chicago Pizza,Palate of Delhi,Pizza,700,0
Domino's Pizza,Palate of Delhi,Pizza,800,0
Dunkin' Donuts,Palate of Delhi,Burger,700,0
Keventers,Palate of Delhi,Beverages,500,0
Khan Chacha,Palate of Delhi,Mughlai,700,0
Wow! Momo,Palate of Delhi,Chinese,400,0
Angelena Restaurant,Pandav Nagar,North Indian,400,0
Chennai Dosa Express,Pandav Nagar,South Indian,400,0
Chennai Dosa Xpress,Pandav Nagar,South Indian,400,0
Domino's Pizza,Pandav Nagar,Pizza,800,0
Foodizm,Pandav Nagar,North Indian,300,0
Healthy Nutrienty,Pandav Nagar,Beverages,300,0
Kalka Ji Rasoi,Pandav Nagar,Street Food,300,0
Kolkata Biriyani On Call,Pandav Nagar,Biryani,600,0
Mahavir Sweets,Pandav Nagar,Mithai,300,0
Massi's Kitchen,Pandav Nagar,North Indian,300,0
New Shama Chicken Restaurant,Pandav Nagar,Biryani,400,0
Pizza King,Pandav Nagar,Pizza,700,0
Raj Shri,Pandav Nagar,North Indian,300,0
Roll Junction,Pandav Nagar,North Indian,200,0
Sai Bhojanalay,Pandav Nagar,North Indian,400,0
Shree Balaji Caterers,Pandav Nagar,Mughlai,400,0
Smily Cakes,Pandav Nagar,Bakery,300,0
Zaika Restaurant,Pandav Nagar,Mughlai,400,0
3x Cafe,Pitampura,Fast Food,500,0
Amritsari Naan,Pitampura,North Indian,300,0
Chinese Tadka,Pitampura,Chinese,300,0
Dinesh Meat Wala,Pitampura,Mughlai,500,0
Jeet Pizza,Pitampura,Pizza,300,0
New South Indian & Chinese Foods,Pitampura,South Indian,300,0
Niti Shake & Ice Cream Hub,Pitampura,Desserts,300,0
Yumbuns,Pitampura,Fast Food,300,0
Chocolacious by WedCraft,Prashant Vihar,Bakery,400,0
Frontier,Prashant Vihar,Bakery,300,0
Gopal Ji Rasoi Wala,Prashant Vihar,North Indian,300,0
Kanuchawala,Prashant Vihar,North Indian,500,0
Keventers,Prashant Vihar,Beverages,500,0
Muncheezz,Prashant Vihar,Chinese,400,0
Shaketastic,Prashant Vihar,Beverages,300,0
Sree Krishna Udupi,Prashant Vihar,South Indian,300,0
Baskin Robbins,Preet Vihar,Ice Cream,400,0
Chai Garam,Preet Vihar,Tea,400,0
Chilli Tadka,Preet Vihar,North Indian,500,0
Colours of Biryani,Preet Vihar,Mughlai,500,0
Fc Katyal,Preet Vihar,Chinese,300,0
Food State,Preet Vihar,North Indian,400,0
Giani,Preet Vihar,Ice Cream,500,0
Gupta Eating Corner,Preet Vihar,North Indian,300,0
Hot 'N' Cool,Preet Vihar,Fast Food,300,0
Hot Joint Fast Food,Preet Vihar,Chinese,400,0
Murliwala Bakers,Preet Vihar,Fast Food,400,0
New Garden Hut,Preet Vihar,Chinese,400,0
Perfect Party Chef,Preet Vihar,Fast Food,300,0
R.S. Chinese Food,Preet Vihar,Fast Food,300,0
Rama Fast Food,Preet Vihar,North Indian,200,0
Shanghai Chinese Food,Preet Vihar,Chinese,500,0
Teens Cafe Fast Food,Preet Vihar,Chinese,300,0
The Tandoor Hut,Preet Vihar,North Indian,700,0
The Taste of Tandoor,Preet Vihar,North Indian,400,0
Aqua Grill - Pride Plaza Hotel,Pride Plaza Hotel,Continental,3100,0
Mr. Confectioner - Pride Plaza Hotel,Pride Plaza Hotel,Bakery,600,0
Cafe Coffee Day,Qutab Institutional Area,Cafe,500,0
Cake Walk,Qutab Institutional Area,Bakery,200,0
Chhotu Restaurant,Qutab Institutional Area,North Indian,400,0
Dabbba Wala Home Away,Qutab Institutional Area,North Indian,600,0
Foodieholic,Qutab Institutional Area,Chinese,300,0
Fourteen Eleven Tea Cafe,Qutab Institutional Area,Fast Food,200,0
Hungry Folks Food Corner,Qutab Institutional Area,Fast Food,700,0
Hungry Folks,Qutab Institutional Area,North Indian,600,0
Hussain - UP Ki Mashoor Biryani,Qutab Institutional Area,Biryani,200,0
Just Vada Pav,Qutab Institutional Area,Street Food,200,0
Mangal Ji and Gupta Ji Dhaba,Qutab Institutional Area,North Indian,400,0
Pandey Ji Restaurant,Qutab Institutional Area,North Indian,200,0
Quality Restaurant,Qutab Institutional Area,North Indian,400,0
Ravi Ke Parathe,Qutab Institutional Area,North Indian,200,0
Sahara Restaurant,Qutab Institutional Area,North Indian,500,0
Shere-E-Punjab,Qutab Institutional Area,North Indian,500,0
Shree Jagannath Restaurant,Qutab Institutional Area,North Indian,400,0
Sumona Restaurant,Qutab Institutional Area,North Indian,300,0
The Hubbub Cafe and Restaurant,Qutab Institutional Area,North Indian,600,0
Welcome Fast Food & Parantha,Qutab Institutional Area,Chinese,200,0
"34, Chowringhee Lane",R K Puram,Fast Food,400,0
Aggarwal Sweets,R K Puram,South Indian,300,0
Alam Biryani,R K Puram,Biryani,200,0
Behrouz Biryani,R K Puram,Biryani,700,0
Biryani Point,R K Puram,South Indian,200,0
Chinese Hut,R K Puram,Chinese,400,0
Dada Ka Dhaba,R K Puram,North Indian,600,0
Die Bí_ckerei,R K Puram,Bakery,600,0
Faaso's,R K Puram,North Indian,700,0
Gupta Ji Ka Dhaba,R K Puram,North Indian,300,0
Hot & Tasty,R K Puram,Chinese,300,0
Kaka Da Dhaba,R K Puram,North Indian,200,0
Kingdom Restaurant,R K Puram,Chinese,700,0
Little Delhi,R K Puram,North Indian,600,0
Million Kitchen,R K Puram,North Indian,400,0
Ok Indian & Chinese Food Corner,R K Puram,North Indian,300,0
Ovenstory Pizza,R K Puram,Pizza,600,0
Pakeeza Chicken Corner,R K Puram,North Indian,300,0
Rapchick Biryani,R K Puram,North Indian,400,0
Rupa Bangali Dhaba,R K Puram,North Indian,400,0
Sindh Snacks,R K Puram,North Indian,500,0
Vaishanavi Food Store,R K Puram,North Indian,200,0
Guru Om Vanna,Rajendra Place,Street Food,500,0
Khaao Peeyo,Rajendra Place,Fast Food,600,0
New Chow Maun,Rajendra Place,Chinese,600,0
Oye!! Shawarma,Rajendra Place,Fast Food,600,0
Chillax Cafe And Bistro,Rajinder Nagar,Cafe,300,0
Jee Aao Jee Chole Bhature,Rajinder Nagar,Street Food,200,0
LSK Express,Rajinder Nagar,North Indian,600,0
Aggarwal Sweet Centre,Rajouri Garden,Mithai,200,0
Roasted - Roseate,Roseate House,Cafe,1100,0
Amor Kitchen,Safdarjung,North Indian,500,0
CHA! WA!!,Safdarjung,Fast Food,500,0
Chip N Dale,Safdarjung,Continental,500,0
Chocolangels,Safdarjung,Bakery,400,0
Home Kitchen,Safdarjung,North Indian,400,0
Laziz Foods,Safdarjung,Mughlai,500,0
Mummy's Food Corner,Safdarjung,Assamese,400,0
Riyaz Biryani Corner,Safdarjung,North Indian,400,0
Safdarjung Club,Safdarjung,Chinese,500,0
Starup Catering,Safdarjung,Chinese,400,0
The Chinese & Thai Restaurant,Safdarjung,Chinese,400,0
Abdullah Biryani Centre,Sainik Farms,Biryani,400,0
Allishan Family Restaurant,Sainik Farms,North Indian,300,0
Bhawani Restaurant,Sainik Farms,North Indian,400,0
BonJuz,Sainik Farms,Healthy Food,300,0
Chawla Chik Inn,Sainik Farms,North Indian,900,0
Foodies,Sainik Farms,North Indian,400,0
G+,Sainik Farms,Mithai,200,0
Janta Canteen,Sainik Farms,North Indian,200,0
Kalka's Food Centre,Sainik Farms,North Indian,300,0
Le Village Pastry Shop,Sainik Farms,Bakery,400,0
Meatwale.com,Sainik Farms,Raw Meats,400,0
Mohit Bakery,Sainik Farms,Bakery,200,0
Mouthmatics ,Sainik Farms,North Indian,300,0
Pastry Place,Sainik Farms,Bakery,300,0
Pho King Awesome,Sainik Farms,Asian,900,0
PIE,Sainik Farms,Desserts,300,0
Rasoi - The Indian Zaika,Sainik Farms,North Indian,400,0
Shree Balaji Bhojnalaya,Sainik Farms,North Indian,200,0
Smoke Trailer Grill,Sainik Farms,American,500,0
Sonu Sweets,Sainik Farms,Mithai,300,0
Spice Treat,Sainik Farms,Chinese,300,0
Star Restaurant,Sainik Farms,North Indian,200,0
The Twisted Bakery,Sainik Farms,Bakery,500,0
Tiffino Mania,Sainik Farms,North Indian,400,0
Yaadgaar,Sainik Farms,Fast Food,400,0
Aradhya Restaurant,Saket,Chinese,300,0
Nanu Ki Rasoi,Saket,North Indian,300,0
PSR Foods,Saket,North Indian,200,0
Rasoi - The Indian Zaika,Saket,North Indian,500,0
Bikaner Sweets,Sarita Vihar,Mithai,200,0
Biryani Bot,Sarita Vihar,Biryani,300,0
Brij Ki Rasoi,Sarita Vihar,North Indian,300,0
Devika Restaurant,Sarita Vihar,South Indian,300,0
Facebook Fast Food,Sarita Vihar,North Indian,800,0
Jo's Peace of Cake,Sarita Vihar,Bakery,400,0
Kaka's Tiffin Service,Sarita Vihar,North Indian,200,0
MK Tiffin Service,Sarita Vihar,North Indian,300,0
Moni Bakers,Sarita Vihar,Bakery,200,0
Nutri Lunch,Sarita Vihar,North Indian,300,0
Om Aggarwal Sweets,Sarita Vihar,Mithai,200,0
Sansar Hotel,Sarita Vihar,North Indian,400,0
Shama Muradabadi Chicken Biryani,Sarita Vihar,Mughlai,500,0
Cake Spot,Sarojini Nagar,Bakery,500,0
Chicken Point,Sarojini Nagar,Mughlai,700,0
Chowringhee,Sarojini Nagar,Fast Food,300,0
Koolees Milkshake Bar,Sarojini Nagar,Beverages,200,0
Krispy Kitchen,Sarojini Nagar,Chinese,400,0
Mughlai Point,Sarojini Nagar,Mughlai,400,0
Shama Chicken Corner,Sarojini Nagar,Mughlai,400,0
Crispers,Satyaniketan,Fast Food,400,0
Maharaja Food Club,SDA,North Indian,400,0
Sugar Rush,SDA,Bakery,300,0
Aapki Rasoi,Shahdara,North Indian,300,0
ADM Foodi,Shahdara,North Indian,600,0
Aggarwal Bikaner Sweets Corner,Shahdara,Mithai,300,0
Aggarwal Petha Store and Bakers,Shahdara,Bakery,200,0
Aggarwal Sweet Fresh,Shahdara,Mithai,200,0
Aggarwal Sweet India,Shahdara,Mithai,400,0
Aggarwal Sweets,Shahdara,Mithai,200,0
Al-Taj Shamim Chicken Point,Shahdara,Mughlai,300,0
Apni Rasoi,Shahdara,Chinese,500,0
Bikaner Sweets & Bakers,Shahdara,Mithai,600,0
Bikaner Sweets & Restaurant,Shahdara,North Indian,400,0
Bikaner Sweets,Shahdara,Mithai,200,0
Bitoo Chat Corner,Shahdara,Street Food,300,0
Chaska,Shahdara,Chinese,200,0
Chilli Tadka Food Villa,Shahdara,North Indian,400,0
China Town,Shahdara,South Indian,300,0
Chinese Delight,Shahdara,Chinese,300,0
D Food,Shahdara,Chinese,500,0
Da Bawarchi,Shahdara,North Indian,400,0
Delhi Cafe Restaurant,Shahdara,North Indian,200,0
Dosa Plaza,Shahdara,South Indian,300,0
Ex- Taj Foods,Shahdara,North Indian,500,0
Fantasy Pastry Shop,Shahdara,Bakery,200,0
Gareeb Dhaba,Shahdara,Mughlai,200,0
Hira Lal Sweets,Shahdara,Mithai,400,0
Hot & Chilly Point,Shahdara,Chinese,300,0
Hot Chinese & Fast Food,Shahdara,Chinese,300,0
Jainco Sweets,Shahdara,Mithai,300,0
Jony Sweets,Shahdara,Bakery,200,0
Laxmi Dairy,Shahdara,Mithai,200,0
Madras Cafe,Shahdara,South Indian,600,0
Mehak Restaurant,Shahdara,North Indian,300,0
Mr. Gold,Shahdara,Bakery,600,0
New Madras Cafe,Shahdara,Street Food,300,0
Pizza Hub,Shahdara,Fast Food,400,0
Pizza Hub,Shahdara,Pizza,300,0
Prakash Sweets,Shahdara,Mithai,200,0
Punjabi Chaska & Rasoi,Shahdara,North Indian,300,0
Sagar,Shahdara,Bakery,400,0
Sardar A Pure Meat Shop,Shahdara,Raw Meats,200,0
South Cafe,Shahdara,Fast Food,300,0
Sultan Chicken Corner,Shahdara,Mughlai,400,0
The AB's Kitchen,Shahdara,Chinese,400,0
Wah Ji Wah,Shahdara,North Indian,500,0
Yum Yum,Shahdara,Pizza,300,0
Zaika-e-Dilli,Shahdara,North Indian,400,0
Aggarwal Bikaner Sweets,Shakarpur,Bakery,300,0
Bikaner Sweets & Restaurant,Shakarpur,Desserts,300,0
Cafe Coffee Day,Shakarpur,Cafe,500,0
Cake'ry,Shakarpur,Bakery,600,0
Come 'n' Eat,Shakarpur,Chinese,400,0
Darbar Chicken Corner,Shakarpur,North Indian,600,0
Food Care,Shakarpur,Chinese,400,0
Himalaya Momos,Shakarpur,Fast Food,300,0
Hirdesh Eating Point,Shakarpur,North Indian,300,0
Joshi Eating House,Shakarpur,North Indian,300,0
Just Veg,Shakarpur,Chinese,300,0
Natural Pizza Hub & Food Court,Shakarpur,Pizza,400,0
Pawar's Food Court Inc.,Shakarpur,North Indian,500,0
Rajesh Eating Corner,Shakarpur,Street Food,200,0
Raju Ice Cream Parlor,Shakarpur,Pizza,300,0
Sangam Ratna,Shakarpur,South Indian,300,0
Tandoor & Curry Restaurant,Shakarpur,North Indian,500,0
Uttarakhand Eating Point,Shakarpur,North Indian,300,0
Uttranchal Eating Point,Shakarpur,North Indian,300,0
Yummy Rasoi,Shakarpur,North Indian,300,0
Aunty Chings Fast Food,Shalimar Bagh,Chinese,400,0
Baba Chaap Wala,Shalimar Bagh,Fast Food,400,0
Cafe Coffee Day,Shalimar Bagh,Cafe,500,0
Chick N Grills,Shalimar Bagh,Mughlai,700,0
Choc-oholic,Shalimar Bagh,Desserts,400,0
Da Pizza Palace,Shalimar Bagh,Pizza,600,0
Dosa Junction,Shalimar Bagh,South Indian,400,0
Ganga Food Factory,Shalimar Bagh,Bakery,400,0
Hot Wok,Shalimar Bagh,Chinese,600,0
Ichak Dana,Shalimar Bagh,North Indian,500,0
Madras Dosa & Chinese,Shalimar Bagh,South Indian,600,0
Mashoor Gulati,Shalimar Bagh,North Indian,700,0
Nidhi's Cake Lounge,Shalimar Bagh,Bakery,300,0
Night Diner,Shalimar Bagh,North Indian,500,0
Nirula's Ice Cream,Shalimar Bagh,Ice Cream,300,0
Niti Shake & Ice Cream Hub,Shalimar Bagh,Desserts,500,0
Raja Chinese Foods & Snacks,Shalimar Bagh,Chinese,400,0
Royal Chicken Corner,Shalimar Bagh,North Indian,500,0
Shalimar Food,Shalimar Bagh,Street Food,200,0
Shalimar Vyanjan,Shalimar Bagh,North Indian,500,0
The Urban Canteen,Shalimar Bagh,Fast Food,400,0
Lush,Shastri Park,Afghani,600,0
7 Colours Xpress Kitchen,South Extension 1,Chinese,400,0
Royal Cakes,South Extension 1,Bakery,300,0
Street Cafe,South Extension 1,Fast Food,400,0
Anand Sweets,South Extension 2,Mithai,200,0
Cafe Corner,South Extension 2,Fast Food,300,0
Chocolics,South Extension 2,Bakery,700,0
ChocoLite,South Extension 2,Bakery,400,0
F Marquee,South Extension 2,North Indian,2100,0
Republic of Chicken,South Extension 2,Raw Meats,500,0
Special Chicken Biryani,South Extension 2,Biryani,400,0
13 Cafe,Subhash Nagar,Cafe,600,0
Aggarwal Sweet Corner,Subhash Nagar,Mithai,200,0
Babu Meat Wala,Subhash Nagar,Raw Meats,400,0
Batra Chinese Food & Chaap,Subhash Nagar,Chinese,300,0
Celebration Family Restaurant,Subhash Nagar,North Indian,900,0
Ching Chinese,Subhash Nagar,Chinese,500,0
Choices An Absolute BBQ,Subhash Nagar,North Indian,300,0
Delhi-27,Subhash Nagar,Chinese,300,0
Desi Kukkad,Subhash Nagar,North Indian,400,0
Freezy,Subhash Nagar,Ice Cream,100,0
Gourmet Bistro,Subhash Nagar,Cafe,600,0
Jiya Amritsari Naan,Subhash Nagar,North Indian,300,0
Kedgy Bite,Subhash Nagar,Fast Food,200,0
Khera's Foodie Corner,Subhash Nagar,Chinese,200,0
Lajwab Pastry Palace,Subhash Nagar,Bakery,200,0
Madan Sweets & Bakers,Subhash Nagar,Mithai,200,0
Momo's King,Subhash Nagar,Chinese,300,0
New Pishori Chicken Kabab,Subhash Nagar,Fast Food,400,0
New Sindhi Chicken Corner,Subhash Nagar,North Indian,600,0
Radha Swami Chaat Bhandar,Subhash Nagar,Street Food,200,0
Rajender Di Punjabi Rasoi,Subhash Nagar,North Indian,200,0
Ram Ji Snacks & Food Corner,Subhash Nagar,Street Food,200,0
Ram Ram Ji Kachori Bhandar,Subhash Nagar,Street Food,100,0
Rana's Food Corner,Subhash Nagar,North Indian,300,0
Sanjay Chicken Shop,Subhash Nagar,Raw Meats,400,0
Sharma Ji Spring Roll,Subhash Nagar,Fast Food,200,0
Shree Raja Ram,Subhash Nagar,Fast Food,100,0
South Indian Hut,Subhash Nagar,South Indian,300,0
Special Moradabadi Chicken Corner,Subhash Nagar,Biryani,300,0
Standard Pastry Shop,Subhash Nagar,Bakery,300,0
Sushil Punjabi Vaishno Dhaba,Subhash Nagar,North Indian,200,0
Variety of Shawarmas,Subhash Nagar,Fast Food,200,0
Vrindavan Sweets,Subhash Nagar,South Indian,400,0
ATM Bistro,Sunder Nagar,European,1100,0
Ajeet Fast Food Corner,Tagore Garden,Fast Food,400,0
Al Changezi,Tagore Garden,Mughlai,300,0
Dolce Gelato,Tagore Garden,Ice Cream,200,0
Dragon Way,Tagore Garden,Chinese,400,0
Foodaholic,Tagore Garden,Chinese,500,0
Indian Chinese Fast Food,Tagore Garden,Chinese,200,0
Jagadeesh Kharodewala,Tagore Garden,North Indian,300,0
Punjabi Shahi Chicken Soup,Tagore Garden,Chinese,300,0
Ramu Ka Dhaba,Tagore Garden,Mughlai,400,0
Sardar Ji Chicken Corner,Tagore Garden,Mughlai,400,0
Satguru Tiffin Service,Tagore Garden,North Indian,300,0
Seth Baker's,Tagore Garden,Bakery,300,0
Sri Durga Dosa Corner,Tagore Garden,South Indian,400,0
V S Cafe,Tagore Garden,Fast Food,300,0
Vijay South Indian Food,Tagore Garden,South Indian,300,0
Stuffed Kathi Roll,The India Mall,Fast Food,300,0
Chatori Gali,Tilak Marg,Fast Food,300,0
Annapurna Caters,Tilak Nagar,North Indian,300,0
Ashoka's Ice Zone,Tilak Nagar,Ice Cream,200,0
Bikaner Sweets & Pastry Corner,Tilak Nagar,Mithai,200,0
Bikaner Sweets,Tilak Nagar,Bakery,300,0
Dee Pizza Hub,Tilak Nagar,Pizza,400,0
Flavors of London,Tilak Nagar,Desserts,300,0
Funduz Cafe,Tilak Nagar,Fast Food,400,0
Giani,Tilak Nagar,Ice Cream,400,0
Grover Sweets Rajouri Wala,Tilak Nagar,Mithai,300,0
Guru Kripa Chicken Corner,Tilak Nagar,North Indian,300,0
Health-O-Lic,Tilak Nagar,Healthy Food,600,0
Himalya Chinese,Tilak Nagar,Chinese,400,0
KindBhutani's,Tilak Nagar,South Indian,400,0
Mama Bhanja Corner,Tilak Nagar,North Indian,600,0
Mama Tao,Tilak Nagar,Chinese,300,0
Manpasand Punjabi Zaika,Tilak Nagar,North Indian,400,0
Pal Restaurant,Tilak Nagar,North Indian,300,0
Pizza Station,Tilak Nagar,Fast Food,300,0
Punjabi Dhaba,Tilak Nagar,North Indian,400,0
Punjabi Virsa,Tilak Nagar,North Indian,800,0
Sahib Jhatka Chicken Shop,Tilak Nagar,North Indian,300,0
Salt & Peppers,Tilak Nagar,Chinese,600,0
Sethi Ice Cream Parlour,Tilak Nagar,Desserts,200,0
Shah Ji Di Rasoi,Tilak Nagar,Street Food,300,0
Shawarma Wala,Tilak Nagar,Fast Food,400,0
Snazzy Delights,Tilak Nagar,Bakery,400,0
South Indian Hut,Tilak Nagar,South Indian,300,0
T-2 Di Hatti,Tilak Nagar,Street Food,200,0
The Second Wife Kitchen,Tilak Nagar,North Indian,600,0
Today Pizza,Tilak Nagar,Fast Food,300,0
